# x_m,y_m,w_tr_right_m,w_tr_left_m
309.65,289.66,4,4
309.65,289.14,4,4
309.65,288.61,4,4
309.65,288.07,4,4
309.64,287.54,4,4
309.63,287,4,4
309.62,286.46,4,4
309.61,285.91,4,4
309.61,285.37,4,4
309.6,284.82,4,4
309.59,284.27,4,4
309.58,283.72,4,4
309.57,283.16,4,4
309.56,282.6,4,4
309.55,282.04,4,4
309.54,281.48,4,4
309.53,280.91,4,4
309.52,280.34,4,4
309.51,279.77,4,4
309.5,279.19,4,4
309.49,278.62,4,4
309.48,278.04,4,4
309.47,277.46,4,4
309.45,276.88,4,4
309.44,276.3,4,4
309.42,275.71,4,4
309.41,275.13,4,4
309.39,274.55,4,4
309.37,273.97,4,4
309.34,273.39,4,4
309.32,272.81,4,4
309.29,272.24,4,4
309.26,271.66,4,4
309.23,271.09,4,4
309.2,270.51,4,4
309.16,269.94,4,4
309.13,269.36,4,4
309.09,268.78,4,4
309.05,268.2,4,4
309.02,267.62,4,4
308.98,267.04,4,4
308.94,266.45,4,4
308.91,265.86,4,4
308.88,265.26,4,4
308.85,264.66,4,4
308.82,264.06,4,4
308.8,263.45,4,4
308.78,262.83,4,4
308.76,262.22,4,4
308.75,261.59,4,4
308.74,260.96,4,4
308.73,260.32,4,4
308.73,259.68,4,4
308.73,259.03,4,4
308.74,258.37,4,4
308.75,257.71,4,4
308.76,257.03,4,4
308.77,256.35,4,4
308.78,255.67,4,4
308.8,254.98,4,4
308.82,254.28,4,4
308.83,253.58,4,4
308.85,252.88,4,4
308.87,252.18,4,4
308.88,251.47,4,4
308.9,250.76,4,4
308.91,250.05,4,4
308.92,249.34,4,4
308.93,248.63,4,4
308.94,247.92,4,4
308.94,247.21,4,4
308.94,246.5,4,4
308.94,245.8,4,4
308.94,245.1,4,4
308.94,244.39,4,4
308.93,243.69,4,4
308.93,242.98,4,4
308.92,242.28,4,4
308.92,241.57,4,4
308.92,240.87,4,4
308.91,240.16,4,4
308.91,239.44,4,4
308.91,238.73,4,4
308.91,238.01,4,4
308.91,237.29,4,4
308.91,236.56,4,4
308.92,235.84,4,4
308.92,235.11,4,4
308.93,234.37,4,4
308.93,233.64,4,4
308.94,232.9,4,4
308.94,232.16,4,4
308.95,231.42,4,4
308.95,230.68,4,4
308.95,229.93,4,4
308.96,229.19,4,4
308.96,228.44,4,4
308.97,227.69,4,4
308.97,226.93,4,4
308.98,226.18,4,4
308.98,225.42,4,4
308.99,224.66,4,4
308.99,223.9,4,4
308.99,223.14,4,4
309,222.37,4,4
309,221.6,4,4
309.01,220.83,4,4
309.01,220.06,4,4
309.02,219.29,4,4
309.02,218.51,4,4
309.02,217.73,4,4
309.03,216.95,4,4
309.03,216.17,4,4
309.04,215.39,4,4
309.04,214.6,4,4
309.04,213.81,4,4
309.05,213.03,4,4
309.05,212.24,4,4
309.06,211.45,4,4
309.06,210.66,4,4
309.07,209.87,4,4
309.07,209.07,4,4
309.08,208.28,4,4
309.09,207.49,4,4
309.09,206.69,4,4
309.1,205.89,4,4
309.11,205.1,4,4
309.11,204.3,4,4
309.12,203.5,4,4
309.13,202.69,4,4
309.14,201.89,4,4
309.14,201.08,4,4
309.15,200.28,4,4
309.16,199.47,4,4
309.16,198.66,4,4
309.17,197.84,4,4
309.18,197.03,4,4
309.18,196.21,4,4
309.19,195.39,4,4
309.2,194.57,4,4
309.2,193.74,4,4
309.21,192.92,4,4
309.22,192.09,4,4
309.22,191.26,4,4
309.23,190.43,4,4
309.24,189.59,4,4
309.24,188.76,4,4
309.25,187.92,4,4
309.25,187.08,4,4
309.26,186.24,4,4
309.27,185.4,4,4
309.27,184.55,4,4
309.28,183.71,4,4
309.28,182.86,4,4
309.28,182.01,4,4
309.29,181.16,4,4
309.29,180.31,4,4
309.3,179.45,4,4
309.3,178.6,4,4
309.3,177.74,4,4
309.31,176.88,4,4
309.31,176.02,4,4
309.32,175.15,4,4
309.32,174.29,4,4
309.33,173.42,4,4
309.33,172.55,4,4
309.34,171.68,4,4
309.34,170.81,4,4
309.35,169.93,4,4
309.35,169.05,4,4
309.36,168.18,4,4
309.37,167.3,4,4
309.37,166.41,4,4
309.38,165.53,4,4
309.39,164.64,4,4
309.39,163.76,4,4
309.4,162.87,4,4
309.41,161.98,4,4
309.41,161.08,4,4
309.42,160.19,4,4
309.43,159.29,4,4
309.43,158.4,4,4
309.43,157.5,4,4
309.44,156.6,4,4
309.44,155.69,4,4
309.45,154.79,4,4
309.45,153.88,4,4
309.45,152.98,4,4
309.46,152.07,4,4
309.46,151.16,4,4
309.46,150.25,4,4
309.46,149.33,4,4
309.47,148.41,4,4
309.47,147.5,4,4
309.47,146.58,4,4
309.48,145.65,4,4
309.48,144.73,4,4
309.49,143.8,4,4
309.49,142.88,4,4
309.5,141.95,4,4
309.5,141.02,4,4
309.51,140.09,4,4
309.52,139.15,4,4
309.52,138.22,4,4
309.53,137.28,4,4
309.54,136.34,4,4
309.55,135.4,4,4
309.55,134.45,4,4
309.56,133.51,4,4
309.57,132.57,4,4
309.58,131.62,4,4
309.58,130.68,4,4
309.59,129.73,4,4
309.6,128.78,4,4
309.6,127.84,4,4
309.61,126.9,4,4
309.62,125.96,4,4
309.62,125.02,4,4
309.63,124.08,4,4
309.63,123.15,4,4
309.64,122.22,4,4
309.64,121.3,4,4
309.65,120.38,4,4
309.65,119.46,4,4
309.66,118.55,4,4
309.66,117.64,4,4
309.67,116.75,4,4
309.68,115.85,4,4
309.68,114.96,4,4
309.69,114.08,4,4
309.7,113.2,4,4
309.7,112.33,4,4
309.71,111.47,4,4
309.71,110.61,4,4
309.72,109.76,4,4
309.73,108.91,4,4
309.73,108.07,4,4
309.74,107.23,4,4
309.74,106.4,4,4
309.74,105.58,4,4
309.75,104.76,4,4
309.75,103.95,4,4
309.75,103.14,4,4
309.75,102.34,4,4
309.75,101.55,4,4
309.75,100.76,4,4
309.75,99.98,4,4
309.74,99.204,4,4
309.74,98.43,4,4
309.73,97.667,4,4
309.72,96.904,4,4
309.71,96.149,4,4
309.69,95.396,4,4
309.68,94.646,4,4
309.66,93.903,4,4
309.64,93.161,4,4
309.62,92.424,4,4
309.6,91.69,4,4
309.58,90.957,4,4
309.55,90.232,4,4
309.53,89.506,4,4
309.5,88.787,4,4
309.47,88.07,4,4
309.44,87.356,4,4
309.41,86.65,4,4
309.38,85.944,4,4
309.34,85.247,4,4
309.31,84.553,4,4
309.27,83.861,4,4
309.22,83.181,4,4
309.18,82.5,4,4
309.13,81.828,4,4
309.08,81.161,4,4
309.03,80.496,4,4
308.97,79.842,4,4
308.91,79.188,4,4
308.85,78.541,4,4
308.78,77.898,4,4
308.72,77.257,4,4
308.64,76.623,4,4
308.57,75.99,4,4
308.49,75.362,4,4
308.41,74.736,4,4
308.32,74.111,4,4
308.23,73.491,4,4
308.14,72.871,4,4
308.05,72.255,4,4
307.95,71.641,4,4
307.85,71.028,4,4
307.74,70.419,4,4
307.63,69.81,4,4
307.51,69.206,4,4
307.39,68.603,4,4
307.27,68.002,4,4
307.14,67.405,4,4
307.01,66.809,4,4
306.87,66.216,4,4
306.73,65.626,4,4
306.58,65.036,4,4
306.43,64.451,4,4
306.28,63.865,4,4
306.12,63.282,4,4
305.95,62.7,4,4
305.79,62.118,4,4
305.62,61.539,4,4
305.45,60.959,4,4
305.27,60.381,4,4
305.09,59.804,4,4
304.91,59.227,4,4
304.72,58.652,4,4
304.53,58.078,4,4
304.33,57.506,4,4
304.13,56.935,4,4
303.93,56.365,4,4
303.72,55.8,4,4
303.5,55.234,4,4
303.28,54.673,4,4
303.06,54.114,4,4
302.83,53.556,4,4
302.59,53.004,4,4
302.36,52.452,4,4
302.11,51.904,4,4
301.86,51.359,4,4
301.61,50.815,4,4
301.35,50.276,4,4
301.09,49.737,4,4
300.82,49.202,4,4
300.54,48.669,4,4
300.27,48.137,4,4
299.98,47.609,4,4
299.7,47.082,4,4
299.4,46.558,4,4
299.11,46.036,4,4
298.81,45.515,4,4
298.5,44.999,4,4
298.19,44.483,4,4
297.87,43.971,4,4
297.55,43.461,4,4
297.22,42.953,4,4
296.89,42.45,4,4
296.55,41.947,4,4
296.21,41.448,4,4
295.86,40.952,4,4
295.52,40.457,4,4
295.16,39.968,4,4
294.8,39.479,4,4
294.44,38.995,4,4
294.07,38.513,4,4
293.7,38.032,4,4
293.32,37.558,4,4
292.94,37.083,4,4
292.56,36.614,4,4
292.17,36.147,4,4
291.78,35.682,4,4
291.39,35.224,4,4
290.99,34.766,4,4
290.58,34.315,4,4
290.17,33.866,4,4
289.76,33.419,4,4
289.34,32.98,4,4
288.92,32.542,4,4
288.49,32.109,4,4
288.06,31.68,4,4
287.62,31.252,4,4
287.18,30.832,4,4
286.73,30.412,4,4
286.28,29.996,4,4
285.83,29.583,4,4
285.37,29.171,4,4
284.91,28.764,4,4
284.44,28.357,4,4
283.97,27.953,4,4
283.5,27.55,4,4
283.02,27.149,4,4
282.54,26.751,4,4
282.06,26.353,4,4
281.57,25.958,4,4
281.07,25.565,4,4
280.58,25.173,4,4
280.08,24.786,4,4
279.57,24.399,4,4
279.06,24.016,4,4
278.55,23.635,4,4
278.03,23.255,4,4
277.51,22.88,4,4
276.98,22.506,4,4
276.45,22.136,4,4
275.91,21.768,4,4
275.38,21.401,4,4
274.84,21.039,4,4
274.29,20.677,4,4
273.74,20.32,4,4
273.19,19.965,4,4
272.64,19.61,4,4
272.08,19.261,4,4
271.52,18.912,4,4
270.95,18.567,4,4
270.38,18.224,4,4
269.81,17.882,4,4
269.23,17.545,4,4
268.66,17.207,4,4
268.07,16.872,4,4
267.49,16.538,4,4
266.9,16.205,4,4
266.31,15.874,4,4
265.72,15.543,4,4
265.13,15.213,4,4
264.53,14.884,4,4
263.93,14.555,4,4
263.33,14.227,4,4
262.73,13.898,4,4
262.13,13.571,4,4
261.52,13.243,4,4
260.91,12.916,4,4
260.3,12.588,4,4
259.69,12.261,4,4
259.08,11.933,4,4
258.46,11.605,4,4
257.85,11.276,4,4
257.23,10.946,4,4
256.61,10.616,4,4
255.99,10.283,4,4
255.36,9.9492,4,4
254.74,9.6146,4,4
254.12,9.276,4,4
253.49,8.9374,4,4
252.87,8.5948,4,4
252.24,8.2502,4,4
251.62,7.9045,4,4
251,7.5531,4,4
250.37,7.2017,4,4
249.75,6.8453,4,4
249.12,6.4862,4,4
248.5,6.1259,4,4
247.88,5.7586,4,4
247.25,5.3912,4,4
246.63,5.018,4,4
246.01,4.6416,4,4
245.39,4.2638,4,4
244.78,3.8779,4,4
244.16,3.4919,4,4
243.55,3.0991,4,4
242.93,2.7027,4,4
242.32,2.3046,4,4
241.72,1.8974,4,4
241.11,1.4901,4,4
240.5,1.0755,4,4
239.9,0.65681,4,4
239.3,0.23647,4,4
238.71,-0.1935,4,4
238.11,-0.62346,4,4
237.52,-1.0607,4,4
236.93,-1.5017,4,4
236.34,-1.9444,4,4
235.76,-2.3963,4,4
235.18,-2.8481,4,4
234.6,-3.3066,4,4
234.02,-3.7687,4,4
233.45,-4.2323,4,4
232.88,-4.7046,4,4
232.31,-5.1769,4,4
231.75,-5.656,4,4
231.19,-6.1387,4,4
230.63,-6.6231,4,4
230.07,-7.1166,4,4
229.52,-7.6101,4,4
228.98,-8.111,4,4
228.43,-8.6159,4,4
227.89,-9.1224,4,4
227.36,-9.6385,4,4
226.83,-10.155,4,4
226.31,-10.678,4,4
225.79,-11.204,4,4
225.27,-11.733,4,4
224.76,-12.269,4,4
224.25,-12.806,4,4
223.75,-13.348,4,4
223.26,-13.893,4,4
222.76,-14.44,4,4
222.28,-14.993,4,4
221.8,-15.546,4,4
221.32,-16.105,4,4
220.85,-16.665,4,4
220.38,-17.227,4,4
219.92,-17.796,4,4
219.46,-18.364,4,4
219.01,-18.937,4,4
218.57,-19.514,4,4
218.12,-20.091,4,4
217.69,-20.675,4,4
217.26,-21.26,4,4
216.83,-21.849,4,4
216.41,-22.441,4,4
216,-23.034,4,4
215.59,-23.634,4,4
215.19,-24.233,4,4
214.79,-24.837,4,4
214.4,-25.443,4,4
214.01,-26.051,4,4
213.63,-26.664,4,4
213.25,-27.278,4,4
212.88,-27.895,4,4
212.51,-28.516,4,4
212.15,-29.137,4,4
211.8,-29.765,4,4
211.45,-30.393,4,4
211.11,-31.026,4,4
210.77,-31.662,4,4
210.43,-32.299,4,4
210.11,-32.942,4,4
209.78,-33.586,4,4
209.46,-34.234,4,4
209.15,-34.885,4,4
208.84,-35.537,4,4
208.53,-36.194,4,4
208.23,-36.852,4,4
207.94,-37.514,4,4
207.64,-38.178,4,4
207.35,-38.843,4,4
207.07,-39.515,4,4
206.79,-40.186,4,4
206.52,-40.862,4,4
206.25,-41.541,4,4
205.99,-42.221,4,4
205.73,-42.908,4,4
205.47,-43.595,4,4
205.22,-44.287,4,4
204.97,-44.983,4,4
204.73,-45.679,4,4
204.49,-46.381,4,4
204.25,-47.084,4,4
204.02,-47.79,4,4
203.78,-48.499,4,4
203.55,-49.208,4,4
203.33,-49.923,4,4
203.1,-50.637,4,4
202.88,-51.355,4,4
202.66,-52.075,4,4
202.44,-52.796,4,4
202.23,-53.523,4,4
202.02,-54.249,4,4
201.82,-54.98,4,4
201.62,-55.713,4,4
201.42,-56.448,4,4
201.23,-57.189,4,4
201.04,-57.93,4,4
200.86,-58.676,4,4
200.68,-59.425,4,4
200.5,-60.175,4,4
200.33,-60.932,4,4
200.17,-61.688,4,4
200,-62.449,4,4
199.84,-63.213,4,4
199.68,-63.978,4,4
199.53,-64.749,4,4
199.37,-65.519,4,4
199.23,-66.294,4,4
199.08,-67.071,4,4
198.94,-67.849,4,4
198.8,-68.632,4,4
198.67,-69.415,4,4
198.54,-70.202,4,4
198.41,-70.991,4,4
198.29,-71.781,4,4
198.17,-72.576,4,4
198.05,-73.37,4,4
197.94,-74.168,4,4
197.83,-74.968,4,4
197.72,-75.769,4,4
197.61,-76.574,4,4
197.51,-77.379,4,4
197.41,-78.188,4,4
197.32,-78.998,4,4
197.22,-79.809,4,4
197.14,-80.625,4,4
197.05,-81.44,4,4
196.96,-82.259,4,4
196.88,-83.08,4,4
196.8,-83.902,4,4
196.73,-84.728,4,4
196.65,-85.554,4,4
196.58,-86.383,4,4
196.52,-87.215,4,4
196.45,-88.048,4,4
196.39,-88.885,4,4
196.33,-89.723,4,4
196.28,-90.563,4,4
196.23,-91.406,4,4
196.18,-92.249,4,4
196.14,-93.096,4,4
196.09,-93.943,4,4
196.06,-94.793,4,4
196.02,-95.643,4,4
195.99,-96.494,4,4
195.96,-97.348,4,4
195.93,-98.202,4,4
195.9,-99.058,4,4
195.88,-99.915,4,4
195.86,-100.77,4,4
195.84,-101.63,4,4
195.82,-102.5,4,4
195.81,-103.36,4,4
195.8,-104.23,4,4
195.78,-105.1,4,4
195.78,-105.97,4,4
195.77,-106.85,4,4
195.76,-107.73,4,4
195.75,-108.61,4,4
195.75,-109.5,4,4
195.74,-110.39,4,4
195.74,-111.28,4,4
195.74,-112.17,4,4
195.73,-113.07,4,4
195.73,-113.96,4,4
195.73,-114.86,4,4
195.73,-115.76,4,4
195.73,-116.66,4,4
195.73,-117.56,4,4
195.74,-118.46,4,4
195.74,-119.36,4,4
195.75,-120.26,4,4
195.76,-121.17,4,4
195.77,-122.07,4,4
195.78,-122.97,4,4
195.8,-123.88,4,4
195.81,-124.79,4,4
195.82,-125.7,4,4
195.84,-126.61,4,4
195.85,-127.52,4,4
195.86,-128.44,4,4
195.87,-129.35,4,4
195.89,-130.27,4,4
195.9,-131.2,4,4
195.91,-132.12,4,4
195.92,-133.05,4,4
195.93,-133.97,4,4
195.94,-134.9,4,4
195.95,-135.84,4,4
195.96,-136.77,4,4
195.97,-137.7,4,4
195.98,-138.64,4,4
195.99,-139.57,4,4
196,-140.51,4,4
196.02,-141.45,4,4
196.03,-142.39,4,4
196.04,-143.33,4,4
196.06,-144.27,4,4
196.07,-145.2,4,4
196.08,-146.14,4,4
196.1,-147.07,4,4
196.11,-148,4,4
196.12,-148.93,4,4
196.13,-149.85,4,4
196.14,-150.77,4,4
196.15,-151.67,4,4
196.16,-152.58,4,4
196.17,-153.48,4,4
196.18,-154.37,4,4
196.19,-155.26,4,4
196.19,-156.13,4,4
196.2,-157.01,4,4
196.21,-157.87,4,4
196.21,-158.73,4,4
196.22,-159.59,4,4
196.23,-160.43,4,4
196.24,-161.27,4,4
196.25,-162.11,4,4
196.26,-162.93,4,4
196.27,-163.75,4,4
196.28,-164.56,4,4
196.29,-165.37,4,4
196.3,-166.17,4,4
196.31,-166.96,4,4
196.32,-167.75,4,4
196.34,-168.53,4,4
196.35,-169.3,4,4
196.36,-170.07,4,4
196.37,-170.82,4,4
196.38,-171.58,4,4
196.4,-172.32,4,4
196.41,-173.07,4,4
196.42,-173.8,4,4
196.43,-174.53,4,4
196.45,-175.26,4,4
196.46,-175.97,4,4
196.47,-176.68,4,4
196.49,-177.39,4,4
196.51,-178.08,4,4
196.53,-178.78,4,4
196.55,-179.46,4,4
196.57,-180.15,4,4
196.59,-180.82,4,4
196.62,-181.49,4,4
196.64,-182.16,4,4
196.67,-182.81,4,4
196.7,-183.46,4,4
196.73,-184.11,4,4
196.76,-184.75,4,4
196.79,-185.38,4,4
196.83,-186.01,4,4
196.86,-186.63,4,4
196.9,-187.24,4,4
196.93,-187.85,4,4
196.97,-188.46,4,4
197.01,-189.05,4,4
197.05,-189.65,4,4
197.09,-190.23,4,4
197.13,-190.81,4,4
197.17,-191.38,4,4
197.22,-191.95,4,4
197.26,-192.51,4,4
197.31,-193.07,4,4
197.36,-193.62,4,4
197.41,-194.17,4,4
197.47,-194.71,4,4
197.53,-195.24,4,4
197.59,-195.77,4,4
197.65,-196.3,4,4
197.71,-196.82,4,4
197.78,-197.34,4,4
197.85,-197.85,4,4
197.93,-198.36,4,4
198,-198.87,4,4
198.08,-199.37,4,4
198.16,-199.87,4,4
198.25,-200.36,4,4
198.34,-200.86,4,4
198.43,-201.34,4,4
198.53,-201.83,4,4
198.63,-202.32,4,4
198.73,-202.8,4,4
198.84,-203.28,4,4
198.96,-203.75,4,4
199.07,-204.23,4,4
199.2,-204.7,4,4
199.33,-205.17,4,4
199.46,-205.64,4,4
199.6,-206.1,4,4
199.74,-206.57,4,4
199.9,-207.03,4,4
200.05,-207.49,4,4
200.21,-207.94,4,4
200.37,-208.4,4,4
200.54,-208.85,4,4
200.71,-209.3,4,4
200.88,-209.74,4,4
201.06,-210.18,4,4
201.25,-210.62,4,4
201.43,-211.06,4,4
201.63,-211.49,4,4
201.82,-211.92,4,4
202.02,-212.35,4,4
202.22,-212.77,4,4
202.43,-213.19,4,4
202.64,-213.6,4,4
202.86,-214.02,4,4
203.08,-214.43,4,4
203.3,-214.83,4,4
203.53,-215.24,4,4
203.77,-215.63,4,4
204,-216.03,4,4
204.25,-216.42,4,4
204.49,-216.81,4,4
204.74,-217.2,4,4
205,-217.59,4,4
205.26,-217.97,4,4
205.53,-218.35,4,4
205.8,-218.72,4,4
206.07,-219.09,4,4
206.35,-219.46,4,4
206.63,-219.83,4,4
206.92,-220.18,4,4
207.22,-220.54,4,4
207.51,-220.9,4,4
207.82,-221.24,4,4
208.13,-221.59,4,4
208.45,-221.93,4,4
208.77,-222.27,4,4
209.09,-222.61,4,4
209.42,-222.94,4,4
209.75,-223.27,4,4
210.09,-223.59,4,4
210.43,-223.92,4,4
210.78,-224.24,4,4
211.13,-224.56,4,4
211.48,-224.87,4,4
211.83,-225.19,4,4
212.19,-225.5,4,4
212.54,-225.8,4,4
212.91,-226.11,4,4
213.27,-226.41,4,4
213.64,-226.71,4,4
214.01,-227,4,4
214.38,-227.29,4,4
214.76,-227.57,4,4
215.14,-227.86,4,4
215.52,-228.13,4,4
215.91,-228.41,4,4
216.3,-228.68,4,4
216.7,-228.94,4,4
217.1,-229.21,4,4
217.51,-229.46,4,4
217.92,-229.72,4,4
218.33,-229.97,4,4
218.75,-230.21,4,4
219.17,-230.46,4,4
219.6,-230.7,4,4
220.03,-230.93,4,4
220.46,-231.16,4,4
220.9,-231.39,4,4
221.35,-231.62,4,4
221.8,-231.84,4,4
222.25,-232.06,4,4
222.7,-232.27,4,4
223.17,-232.48,4,4
223.63,-232.69,4,4
224.1,-232.89,4,4
224.57,-233.09,4,4
225.05,-233.29,4,4
225.53,-233.49,4,4
226.01,-233.68,4,4
226.5,-233.87,4,4
226.99,-234.06,4,4
227.48,-234.24,4,4
227.97,-234.42,4,4
228.47,-234.6,4,4
228.97,-234.78,4,4
229.48,-234.95,4,4
229.99,-235.12,4,4
230.5,-235.28,4,4
231.01,-235.45,4,4
231.53,-235.6,4,4
232.05,-235.76,4,4
232.58,-235.91,4,4
233.11,-236.06,4,4
233.64,-236.2,4,4
234.18,-236.34,4,4
234.72,-236.48,4,4
235.26,-236.62,4,4
235.8,-236.75,4,4
236.35,-236.88,4,4
236.9,-237.01,4,4
237.46,-237.13,4,4
238.01,-237.25,4,4
238.57,-237.37,4,4
239.13,-237.49,4,4
239.69,-237.6,4,4
240.26,-237.71,4,4
240.83,-237.83,4,4
241.4,-237.93,4,4
241.97,-238.04,4,4
242.55,-238.14,4,4
243.12,-238.23,4,4
243.7,-238.33,4,4
244.29,-238.42,4,4
244.87,-238.51,4,4
245.46,-238.59,4,4
246.06,-238.67,4,4
246.65,-238.75,4,4
247.25,-238.81,4,4
247.85,-238.88,4,4
248.46,-238.94,4,4
249.06,-239,4,4
249.67,-239.05,4,4
250.29,-239.1,4,4
250.9,-239.14,4,4
251.52,-239.17,4,4
252.14,-239.2,4,4
252.77,-239.23,4,4
253.4,-239.24,4,4
254.03,-239.26,4,4
254.66,-239.27,4,4
255.3,-239.27,4,4
255.94,-239.27,4,4
256.58,-239.25,4,4
257.22,-239.24,4,4
257.87,-239.22,4,4
