# x_m,y_m,w_tr_right_m,w_tr_left_m
-229.14,-36.295,4,4
-229.55,-35.965,4,4
-229.97,-35.643,4,4
-230.39,-35.32,4,4
-230.82,-35.004,4,4
-231.25,-34.691,4,4
-231.69,-34.38,4,4
-232.13,-34.076,4,4
-232.57,-33.773,4,4
-233.02,-33.475,4,4
-233.48,-33.18,4,4
-233.93,-32.887,4,4
-234.4,-32.602,4,4
-234.86,-32.317,4,4
-235.33,-32.038,4,4
-235.8,-31.762,4,4
-236.27,-31.488,4,4
-236.75,-31.222,4,4
-237.24,-30.957,4,4
-237.72,-30.698,4,4
-238.21,-30.443,4,4
-238.71,-30.19,4,4
-239.21,-29.946,4,4
-239.71,-29.702,4,4
-240.21,-29.465,4,4
-240.72,-29.233,4,4
-241.24,-29.002,4,4
-241.76,-28.78,4,4
-242.28,-28.558,4,4
-242.8,-28.344,4,4
-243.33,-28.133,4,4
-243.86,-27.924,4,4
-244.4,-27.724,4,4
-244.94,-27.524,4,4
-245.49,-27.33,4,4
-246.04,-27.139,4,4
-246.59,-26.95,4,4
-247.14,-26.768,4,4
-247.7,-26.587,4,4
-248.26,-26.411,4,4
-248.83,-26.237,4,4
-249.4,-26.065,4,4
-249.97,-25.899,4,4
-250.54,-25.733,4,4
-251.12,-25.571,4,4
-251.71,-25.412,4,4
-252.29,-25.254,4,4
-252.88,-25.101,4,4
-253.47,-24.949,4,4
-254.07,-24.801,4,4
-254.67,-24.655,4,4
-255.27,-24.511,4,4
-255.87,-24.373,4,4
-256.48,-24.235,4,4
-257.09,-24.103,4,4
-257.7,-23.974,4,4
-258.32,-23.846,4,4
-258.94,-23.725,4,4
-259.56,-23.605,4,4
-260.18,-23.491,4,4
-260.81,-23.38,4,4
-261.44,-23.27,4,4
-262.08,-23.168,4,4
-262.71,-23.066,4,4
-263.35,-22.969,4,4
-264,-22.874,4,4
-264.64,-22.781,4,4
-265.29,-22.695,4,4
-265.94,-22.608,4,4
-266.6,-22.527,4,4
-267.25,-22.448,4,4
-267.91,-22.37,4,4
-268.58,-22.299,4,4
-269.25,-22.227,4,4
-269.92,-22.16,4,4
-270.59,-22.096,4,4
-271.27,-22.033,4,4
-271.95,-21.975,4,4
-272.64,-21.917,4,4
-273.33,-21.863,4,4
-274.02,-21.81,4,4
-274.71,-21.758,4,4
-275.41,-21.71,4,4
-276.1,-21.661,4,4
-276.8,-21.614,4,4
-277.5,-21.567,4,4
-278.2,-21.52,4,4
-278.91,-21.475,4,4
-279.61,-21.429,4,4
-280.3,-21.384,4,4
-281,-21.338,4,4
-281.69,-21.293,4,4
-282.38,-21.248,4,4
-283.07,-21.202,4,4
-283.75,-21.157,4,4
-284.42,-21.112,4,4
-285.1,-21.067,4,4
-285.76,-21.022,4,4
-286.42,-20.977,4,4
-287.08,-20.933,4,4
-287.72,-20.888,4,4
-288.37,-20.844,4,4
-289,-20.799,4,4
-289.64,-20.755,4,4
-290.26,-20.711,4,4
-290.88,-20.666,4,4
-291.5,-20.621,4,4
-292.11,-20.577,4,4
-292.71,-20.532,4,4
-293.31,-20.486,4,4
-293.9,-20.441,4,4
-294.49,-20.395,4,4
-295.07,-20.348,4,4
-295.65,-20.302,4,4
-296.22,-20.254,4,4
-296.79,-20.206,4,4
-297.35,-20.158,4,4
-297.91,-20.109,4,4
-298.46,-20.059,4,4
-299.01,-20.009,4,4
-299.55,-19.957,4,4
-300.09,-19.906,4,4
-300.62,-19.853,4,4
-301.15,-19.799,4,4
-301.67,-19.745,4,4
-302.19,-19.689,4,4
-302.71,-19.633,4,4
-303.22,-19.575,4,4
-303.73,-19.516,4,4
-304.24,-19.456,4,4
-304.74,-19.395,4,4
-305.24,-19.334,4,4
-305.74,-19.27,4,4
-306.23,-19.207,4,4
-306.72,-19.142,4,4
-307.21,-19.076,4,4
-307.69,-19.01,4,4
-308.17,-18.942,4,4
-308.65,-18.874,4,4
-309.13,-18.804,4,4
-309.6,-18.734,4,4
-310.07,-18.664,4,4
-310.54,-18.591,4,4
-311.01,-18.518,4,4
-311.47,-18.442,4,4
-311.93,-18.365,4,4
-312.39,-18.287,4,4
-312.85,-18.205,4,4
-313.3,-18.122,4,4
-313.76,-18.036,4,4
-314.21,-17.947,4,4
-314.66,-17.857,4,4
-315.11,-17.761,4,4
-315.55,-17.664,4,4
-316,-17.563,4,4
-316.44,-17.458,4,4
-316.88,-17.352,4,4
-317.32,-17.238,4,4
-317.75,-17.124,4,4
-318.19,-17.004,4,4
-318.62,-16.881,4,4
-319.05,-16.756,4,4
-319.47,-16.622,4,4
-319.9,-16.489,4,4
-320.32,-16.349,4,4
-320.74,-16.205,4,4
-321.15,-16.06,4,4
-321.57,-15.906,4,4
-321.98,-15.752,4,4
-322.38,-15.591,4,4
-322.79,-15.427,4,4
-323.19,-15.261,4,4
-323.58,-15.085,4,4
-323.98,-14.91,4,4
-324.37,-14.728,4,4
-324.76,-14.542,4,4
-325.14,-14.355,4,4
-325.52,-14.159,4,4
-325.9,-13.963,4,4
-326.28,-13.76,4,4
-326.65,-13.554,4,4
-327.02,-13.347,4,4
-327.38,-13.131,4,4
-327.75,-12.915,4,4
-328.11,-12.693,4,4
-328.46,-12.468,4,4
-328.81,-12.242,4,4
-329.16,-12.007,4,4
-329.51,-11.773,4,4
-329.84,-11.533,4,4
-330.18,-11.29,4,4
-330.52,-11.045,4,4
-330.84,-10.793,4,4
-331.17,-10.54,4,4
-331.49,-10.281,4,4
-331.8,-10.02,4,4
-332.11,-9.7564,4,4
-332.42,-9.4852,4,4
-332.72,-9.214,4,4
-333.02,-8.9369,4,4
-333.31,-8.6566,4,4
-333.6,-8.375,4,4
-333.89,-8.086,4,4
-334.17,-7.797,4,4
-334.44,-7.5029,4,4
-334.71,-7.2061,4,4
-334.98,-6.9081,4,4
-335.24,-6.6041,4,4
-335.5,-6.3,4,4
-335.76,-5.9917,4,4
-336.01,-5.6811,4,4
-336.25,-5.3695,4,4
-336.49,-5.0528,4,4
-336.73,-4.736,4,4
-336.95,-4.4155,4,4
-337.18,-4.093,4,4
-337.4,-3.7696,4,4
-337.61,-3.4413,4,4
-337.82,-3.1131,4,4
-338.02,-2.7811,4,4
-338.22,-2.4473,4,4
-338.42,-2.1126,4,4
-338.6,-1.7732,4,4
-338.78,-1.4338,4,4
-338.95,-1.0912,4,4
-339.12,-0.74682,4,4
-339.28,-0.40179,4,4
-339.43,-0.052866,4,4
-339.58,0.29605,4,4
-339.73,0.64742,4,4
-339.86,1.0001,4,4
-340,1.3533,4,4
-340.12,1.709,4,4
-340.25,2.0648,4,4
-340.36,2.4219,4,4
-340.47,2.7797,4,4
-340.58,3.1376,4,4
-340.67,3.4966,4,4
-340.77,3.8556,4,4
-340.86,4.2147,4,4
-340.94,4.5738,4,4
-341.02,4.9329,4,4
-341.09,5.2915,4,4
-341.16,5.6502,4,4
-341.22,6.0078,4,4
-341.27,6.365,4,4
-341.32,6.7219,4,4
-341.36,7.0772,4,4
-341.39,7.4325,4,4
-341.42,7.7864,4,4
-341.44,8.1396,4,4
-341.46,8.4924,4,4
-341.47,8.8434,4,4
-341.47,9.1944,4,4
-341.47,9.5438,4,4
-341.46,9.8923,4,4
-341.44,10.24,4,4
-341.42,10.587,4,4
-341.39,10.933,4,4
-341.36,11.277,4,4
-341.32,11.62,4,4
-341.28,11.963,4,4
-341.22,12.303,4,4
-341.17,12.642,4,4
-341.1,12.98,4,4
-341.03,13.316,4,4
-340.96,13.651,4,4
-340.88,13.982,4,4
-340.8,14.314,4,4
-340.7,14.642,4,4
-340.61,14.969,4,4
-340.51,15.294,4,4
-340.39,15.616,4,4
-340.28,15.937,4,4
-340.16,16.254,4,4
-340.03,16.569,4,4
-339.9,16.883,4,4
-339.76,17.192,4,4
-339.62,17.5,4,4
-339.47,17.804,4,4
-339.31,18.105,4,4
-339.15,18.405,4,4
-338.98,18.698,4,4
-338.81,18.991,4,4
-338.63,19.28,4,4
-338.44,19.565,4,4
-338.26,19.849,4,4
-338.06,20.127,4,4
-337.86,20.405,4,4
-337.66,20.678,4,4
-337.45,20.949,4,4
-337.24,21.219,4,4
-337.01,21.483,4,4
-336.79,21.748,4,4
-336.57,22.009,4,4
-336.33,22.267,4,4
-336.1,22.525,4,4
-335.86,22.778,4,4
-335.61,23.032,4,4
-335.37,23.281,4,4
-335.11,23.529,4,4
-334.86,23.776,4,4
-334.59,24.018,4,4
-334.33,24.26,4,4
-334.06,24.498,4,4
-333.79,24.734,4,4
-333.51,24.968,4,4
-333.23,25.196,4,4
-332.94,25.425,4,4
-332.65,25.647,4,4
-332.36,25.867,4,4
-332.06,26.086,4,4
-331.76,26.297,4,4
-331.45,26.507,4,4
-331.14,26.712,4,4
-330.83,26.913,4,4
-330.51,27.113,4,4
-330.19,27.305,4,4
-329.87,27.497,4,4
-329.54,27.684,4,4
-329.21,27.868,4,4
-328.88,28.05,4,4
-328.54,28.227,4,4
-328.2,28.403,4,4
-327.86,28.576,4,4
-327.51,28.746,4,4
-327.16,28.915,4,4
-326.8,29.08,4,4
-326.45,29.245,4,4
-326.08,29.406,4,4
-325.72,29.565,4,4
-325.35,29.724,4,4
-324.98,29.877,4,4
-324.6,30.03,4,4
-324.22,30.179,4,4
-323.84,30.325,4,4
-323.46,30.47,4,4
-323.06,30.608,4,4
-322.67,30.746,4,4
-322.27,30.878,4,4
-321.87,31.007,4,4
-321.47,31.135,4,4
-321.07,31.254,4,4
-320.66,31.373,4,4
-320.25,31.484,4,4
-319.83,31.592,4,4
-319.42,31.698,4,4
-319,31.795,4,4
-318.57,31.891,4,4
-318.15,31.98,4,4
-317.72,32.064,4,4
-317.29,32.147,4,4
-316.86,32.22,4,4
-316.43,32.293,4,4
-315.99,32.359,4,4
-315.55,32.421,4,4
-315.11,32.482,4,4
-314.67,32.536,4,4
-314.22,32.59,4,4
-313.77,32.64,4,4
-313.32,32.688,4,4
-312.87,32.736,4,4
-312.41,32.78,4,4
-311.96,32.825,4,4
-311.49,32.868,4,4
-311.02,32.911,4,4
-310.56,32.954,4,4
-310.08,32.996,4,4
-309.61,33.038,4,4
-309.12,33.079,4,4
-308.64,33.12,4,4
-308.15,33.161,4,4
-307.66,33.2,4,4
-307.16,33.239,4,4
-306.67,33.277,4,4
-306.16,33.312,4,4
-305.66,33.348,4,4
-305.15,33.379,4,4
-304.64,33.411,4,4
-304.13,33.44,4,4
-303.61,33.467,4,4
-303.1,33.493,4,4
-302.57,33.515,4,4
-302.05,33.537,4,4
-301.52,33.556,4,4
-300.99,33.573,4,4
-300.46,33.59,4,4
-299.93,33.603,4,4
-299.39,33.616,4,4
-298.85,33.627,4,4
-298.3,33.637,4,4
-297.75,33.646,4,4
-297.2,33.652,4,4
-296.65,33.659,4,4
-296.09,33.663,4,4
-295.53,33.667,4,4
-294.97,33.67,4,4
-294.4,33.672,4,4
-293.83,33.674,4,4
-293.25,33.674,4,4
-292.68,33.674,4,4
-292.1,33.674,4,4
-291.51,33.672,4,4
-290.93,33.671,4,4
-290.34,33.668,4,4
-289.75,33.666,4,4
-289.15,33.662,4,4
-288.55,33.658,4,4
-287.95,33.654,4,4
-287.35,33.648,4,4
-286.75,33.642,4,4
-286.14,33.636,4,4
-285.53,33.629,4,4
-284.92,33.621,4,4
-284.3,33.613,4,4
-283.69,33.604,4,4
-283.07,33.594,4,4
-282.45,33.584,4,4
-281.83,33.574,4,4
-281.2,33.564,4,4
-280.58,33.553,4,4
-279.95,33.542,4,4
-279.32,33.531,4,4
-278.69,33.52,4,4
-278.06,33.509,4,4
-277.42,33.498,4,4
-276.78,33.486,4,4
-276.14,33.475,4,4
-275.5,33.463,4,4
-274.86,33.451,4,4
-274.21,33.439,4,4
-273.57,33.427,4,4
-272.91,33.414,4,4
-272.26,33.4,4,4
-271.6,33.386,4,4
-270.94,33.371,4,4
-270.28,33.355,4,4
-269.62,33.338,4,4
-268.95,33.321,4,4
-268.28,33.302,4,4
-267.61,33.282,4,4
-266.94,33.261,4,4
-266.27,33.237,4,4
-265.59,33.214,4,4
-264.91,33.188,4,4
-264.23,33.161,4,4
-263.55,33.133,4,4
-262.86,33.101,4,4
-262.17,33.069,4,4
-261.48,33.034,4,4
-260.79,32.997,4,4
-260.09,32.959,4,4
-259.39,32.916,4,4
-258.69,32.873,4,4
-257.99,32.826,4,4
-257.28,32.776,4,4
-256.58,32.725,4,4
-255.87,32.667,4,4
-255.15,32.61,4,4
-254.44,32.547,4,4
-253.72,32.482,4,4
-253,32.416,4,4
-252.28,32.343,4,4
-251.56,32.27,4,4
-250.83,32.192,4,4
-250.1,32.111,4,4
-249.37,32.028,4,4
-248.64,31.94,4,4
-247.91,31.851,4,4
-247.18,31.757,4,4
-246.44,31.66,4,4
-245.7,31.562,4,4
-244.96,31.456,4,4
-244.22,31.351,4,4
-243.48,31.24,4,4
-242.73,31.126,4,4
-241.99,31.01,4,4
-241.24,30.886,4,4
-240.49,30.763,4,4
-239.74,30.633,4,4
-238.99,30.5,4,4
-238.24,30.365,4,4
-237.48,30.222,4,4
-236.72,30.079,4,4
-235.96,29.929,4,4
-235.2,29.776,4,4
-234.44,29.621,4,4
-233.68,29.457,4,4
-232.92,29.293,4,4
-232.16,29.122,4,4
-231.4,28.947,4,4
-230.64,28.77,4,4
-229.87,28.583,4,4
-229.11,28.396,4,4
-228.35,28.201,4,4
-227.59,28.003,4,4
-226.83,27.802,4,4
-226.07,27.592,4,4
-225.31,27.382,4,4
-224.55,27.164,4,4
-223.79,26.943,4,4
-223.03,26.72,4,4
-222.27,26.489,4,4
-221.51,26.258,4,4
-220.75,26.021,4,4
-219.99,25.781,4,4
-219.23,25.541,4,4
-218.46,25.293,4,4
-217.7,25.046,4,4
-216.93,24.794,4,4
-216.16,24.54,4,4
-215.39,24.284,4,4
-214.63,24.023,4,4
-213.86,23.762,4,4
-213.09,23.495,4,4
-212.31,23.226,4,4
-211.54,22.955,4,4
-210.77,22.675,4,4
-210,22.396,4,4
-209.23,22.109,4,4
-208.45,21.817,4,4
-207.68,21.524,4,4
-206.91,21.219,4,4
-206.14,20.914,4,4
-205.37,20.601,4,4
-204.6,20.282,4,4
-203.83,19.961,4,4
-203.06,19.629,4,4
-202.29,19.297,4,4
-201.53,18.957,4,4
-200.76,18.612,4,4
-199.99,18.266,4,4
-199.23,17.91,4,4
-198.46,17.554,4,4
-197.7,17.191,4,4
-196.94,16.824,4,4
-196.18,16.456,4,4
-195.42,16.079,4,4
-194.65,15.701,4,4
-193.89,15.317,4,4
-193.13,14.929,4,4
-192.37,14.54,4,4
-191.61,14.14,4,4
-190.85,13.74,4,4
-190.1,13.332,4,4
-189.34,12.92,4,4
-188.58,12.505,4,4
-187.82,12.079,4,4
-187.07,11.653,4,4
-186.31,11.217,4,4
-185.56,10.776,4,4
-184.8,10.333,4,4
-184.05,9.8776,4,4
-183.3,9.4219,4,4
-182.55,8.9568,4,4
-181.8,8.4866,4,4
-181.05,8.0143,4,4
-180.31,7.5298,4,4
-179.56,7.0454,4,4
-178.82,6.5518,4,4
-178.08,6.0534,4,4
-177.34,5.5528,4,4
-176.61,5.0401,4,4
-175.87,4.5274,4,4
-175.14,4.005,4,4
-174.41,3.4773,4,4
-173.68,2.9473,4,4
-172.96,2.4044,4,4
-172.24,1.8615,4,4
-171.52,1.3086,4,4
-170.8,0.75039,4,4
-170.08,0.18995,4,4
-169.37,-0.38292,4,4
-168.66,-0.95578,4,4
-167.96,-1.5373,4,4
-167.26,-2.1235,4,4
-166.55,-2.7115,4,4
-165.86,-3.31,4,4
-165.16,-3.9085,4,4
-164.47,-4.5142,4,4
-163.78,-5.1239,4,4
-163.09,-5.7352,4,4
-162.4,-6.3559,4,4
-161.72,-6.9765,4,4
-161.03,-7.6042,4,4
-160.35,-8.2359,4,4
-159.68,-8.8693,4,4
-159,-9.5125,4,4
-158.33,-10.156,4,4
-157.66,-10.807,4,4
-156.99,-11.462,4,4
-156.33,-12.12,4,4
-155.67,-12.788,4,4
-155.02,-13.457,4,4
-154.37,-14.134,4,4
-153.72,-14.817,4,4
-153.08,-15.502,4,4
-152.44,-16.198,4,4
-151.81,-16.895,4,4
-151.18,-17.601,4,4
-150.56,-18.312,4,4
-149.94,-19.025,4,4
-149.33,-19.75,4,4
-148.72,-20.474,4,4
-148.11,-21.207,4,4
-147.51,-21.943,4,4
-146.91,-22.682,4,4
-146.32,-23.429,4,4
-145.72,-24.176,4,4
-145.13,-24.93,4,4
-144.55,-25.686,4,4
-143.96,-26.444,4,4
-143.38,-27.209,4,4
-142.8,-27.974,4,4
-142.23,-28.745,4,4
-141.66,-29.518,4,4
-141.09,-30.293,4,4
-140.53,-31.074,4,4
-139.97,-31.856,4,4
-139.41,-32.643,4,4
-138.86,-33.434,4,4
-138.31,-34.226,4,4
-137.76,-35.026,4,4
-137.22,-35.825,4,4
-136.69,-36.631,4,4
-136.15,-37.44,4,4
-135.62,-38.25,4,4
-135.1,-39.069,4,4
-134.58,-39.887,4,4
-134.06,-40.711,4,4
-133.54,-41.538,4,4
-133.03,-42.366,4,4
-132.52,-43.201,4,4
-132.01,-44.037,4,4
-131.51,-44.877,4,4
-131.01,-45.721,4,4
-130.51,-46.566,4,4
-130.01,-47.418,4,4
-129.52,-48.269,4,4
-129.03,-49.127,4,4
-128.55,-49.987,4,4
-128.07,-50.849,4,4
-127.6,-51.718,4,4
-127.13,-52.587,4,4
-126.66,-53.462,4,4
-126.2,-54.34,4,4
-125.74,-55.22,4,4
-125.29,-56.107,4,4
-124.85,-56.994,4,4
-124.41,-57.887,4,4
-123.97,-58.783,4,4
-123.54,-59.68,4,4
-123.11,-60.584,4,4
-122.69,-61.489,4,4
-122.27,-62.398,4,4
-121.86,-63.311,4,4
-121.45,-64.224,4,4
-121.05,-65.145,4,4
-120.65,-66.065,4,4
-120.26,-66.99,4,4
-119.87,-67.918,4,4
-119.48,-68.847,4,4
-119.11,-69.782,4,4
-118.73,-70.718,4,4
-118.36,-71.658,4,4
-117.99,-72.601,4,4
-117.63,-73.546,4,4
-117.28,-74.496,4,4
-116.93,-75.447,4,4
-116.58,-76.403,4,4
-116.24,-77.361,4,4
-115.9,-78.32,4,4
-115.57,-79.286,4,4
-115.24,-80.252,4,4
-114.92,-81.222,4,4
-114.61,-82.194,4,4
-114.29,-83.168,4,4
-113.99,-84.147,4,4
-113.68,-85.127,4,4
-113.38,-86.11,4,4
-113.09,-87.096,4,4
-112.8,-88.083,4,4
-112.52,-89.074,4,4
-112.23,-90.066,4,4
-111.96,-91.062,4,4
-111.69,-92.059,4,4
-111.42,-93.058,4,4
-111.16,-94.061,4,4
-110.89,-95.064,4,4
-110.64,-96.071,4,4
-110.39,-97.08,4,4
-110.14,-98.089,4,4
-109.91,-99.103,4,4
-109.67,-100.12,4,4
-109.44,-101.14,4,4
-109.21,-102.15,4,4
-108.99,-103.17,4,4
-108.77,-104.2,4,4
-108.55,-105.22,4,4
-108.34,-106.25,4,4
-108.13,-107.28,4,4
-107.93,-108.31,4,4
-107.72,-109.34,4,4
-107.52,-110.38,4,4
-107.32,-111.41,4,4
-107.13,-112.45,4,4
-106.93,-113.49,4,4
-106.74,-114.53,4,4
-106.55,-115.57,4,4
-106.36,-116.61,4,4
-106.17,-117.66,4,4
-105.98,-118.7,4,4
-105.8,-119.75,4,4
-105.61,-120.8,4,4
-105.43,-121.85,4,4
-105.25,-122.9,4,4
-105.06,-123.94,4,4
-104.88,-124.99,4,4
-104.7,-126.04,4,4
-104.52,-127.09,4,4
-104.33,-128.14,4,4
-104.15,-129.18,4,4
-103.97,-130.22,4,4
-103.78,-131.27,4,4
-103.59,-132.31,4,4
-103.4,-133.34,4,4
-103.2,-134.38,4,4
-103,-135.41,4,4
-102.8,-136.44,4,4
-102.6,-137.47,4,4
-102.39,-138.49,4,4
-102.18,-139.51,4,4
-101.96,-140.53,4,4
-101.74,-141.55,4,4
-101.51,-142.56,4,4
-101.28,-143.57,4,4
-101.04,-144.58,4,4
-100.8,-145.58,4,4
-100.55,-146.59,4,4
-100.3,-147.58,4,4
-100.04,-148.58,4,4
-99.777,-149.58,4,4
-99.506,-150.57,4,4
-99.234,-151.56,4,4
-98.955,-152.54,4,4
-98.672,-153.53,4,4
-98.388,-154.51,4,4
-98.094,-155.49,4,4
-97.801,-156.46,4,4
-97.5,-157.44,4,4
-97.195,-158.41,4,4
-96.889,-159.38,4,4
-96.573,-160.34,4,4
-96.257,-161.31,4,4
-95.932,-162.27,4,4
-95.603,-163.23,4,4
-95.271,-164.18,4,4
-94.928,-165.14,4,4
-94.585,-166.09,4,4
-94.233,-167.04,4,4
-93.875,-167.99,4,4
-93.516,-168.94,4,4
-93.144,-169.88,4,4
-92.772,-170.82,4,4
-92.392,-171.76,4,4
-92.007,-172.7,4,4
-91.619,-173.64,4,4
-91.221,-174.57,4,4
-90.822,-175.5,4,4
-90.416,-176.43,4,4
-90.004,-177.36,4,4
-89.591,-178.29,4,4
-89.168,-179.21,4,4
-88.744,-180.13,4,4
-88.313,-181.05,4,4
-87.878,-181.97,4,4
-87.441,-182.89,4,4
-86.995,-183.8,4,4
-86.549,-184.72,4,4
-86.097,-185.63,4,4
-85.641,-186.54,4,4
-85.184,-187.45,4,4
-84.719,-188.36,4,4
-84.253,-189.27,4,4
-83.78,-190.18,4,4
-83.304,-191.08,4,4
-82.826,-191.99,4,4
-82.338,-192.89,4,4
-81.849,-193.79,4,4
-81.352,-194.69,4,4
-80.851,-195.59,4,4
-80.347,-196.49,4,4
-79.832,-197.38,4,4
-79.317,-198.28,4,4
-78.793,-199.17,4,4
-78.264,-200.06,4,4
-77.733,-200.95,4,4
-77.192,-201.84,4,4
-76.65,-202.72,4,4
-76.102,-203.6,4,4
-75.549,-204.49,4,4
-74.996,-205.37,4,4
-74.434,-206.24,4,4
-73.872,-207.12,4,4
-73.304,-208,4,4
-72.734,-208.87,4,4
-72.162,-209.74,4,4
-71.583,-210.61,4,4
-71.004,-211.48,4,4
-70.419,-212.35,4,4
-69.831,-213.22,4,4
-69.242,-214.08,4,4
-68.644,-214.94,4,4
-68.046,-215.8,4,4
-67.441,-216.65,4,4
-66.831,-217.51,4,4
-66.22,-218.36,4,4
-65.598,-219.2,4,4
-64.977,-220.05,4,4
-64.348,-220.89,4,4
-63.714,-221.73,4,4
-63.079,-222.56,4,4
-62.435,-223.4,4,4
-61.791,-224.23,4,4
-61.14,-225.05,4,4
-60.487,-225.88,4,4
-59.832,-226.7,4,4
-59.171,-227.52,4,4
